doi,issue,journal.id,journal.title,title,type,volume,year,open_access_types
10.1073/pnas.1722620115,8,jour.1082971,Proceedings of the National Academy of Sciences,Throwing back the big ones saves a fishery from hot water,article,115,2018,Bronze
10.5194/acp-2018-171,,jour.1047552,Atmospheric Chemistry and Physics Discussions,Size-resolved mixing state of black carbon in the Canadian high Arctic and implications for simulated direct radiative effect,article,,2018,Bronze
10.3389/fmars.2018.00046,,jour.1050424,Frontiers in Marine Science,Fishermen Follow Fine-Scale Physical Ocean Features for Finance,article,5,2018,Pure Gold
10.1002/2017jd027637,3,jour.1126745,Journal of Geophysical Research Atmospheres,"Impacts of Assimilating Vertical Velocity, Latent Heating, or Hydrometeor Water Contents Retrieved From a Single Reflectivity Data Set",article,123,2018,"Green, Published"
10.1002/2017gl076544,3,jour.1126650,Geophysical Research Letters,An Intraseasonal Variability in CO2 Over the Arctic Induced by the Madden‐Julian Oscillation,article,45,2018,"Green, Published"
10.1126/science.aaq0524,6377,jour.1346339,Science,Volatile chemical products emerging as largest petrochemical source of urban organic emissions,article,359,2018,Hybrid
10.1002/2017gl075571,3,jour.1126650,Geophysical Research Letters,Permafrost Stores a Globally Significant Amount of Mercury,article,45,2018,Bronze
10.5194/acp-2018-148,,jour.1047552,Atmospheric Chemistry and Physics Discussions,Changes in the aerosol direct radiative forcing from 2001 to 2015: observational constraints and regional mechanisms,article,,2018,Pure Gold
10.7287/peerj.preprints.26514v1,,jour.1053424,PeerJ Preprints,Conservation of Symbiodinium spp. clade in the coral Pocillopora damicornis during the 2014 mass-bleaching event,preprint,6,2018,"Green, Published"
10.1371/journal.pone.0192412,2,jour.1037553,PLoS ONE,Variability in metagenomic samples from the Puget Sound: Relationship to temporal and anthropogenic impacts,article,13,2018,Pure Gold
10.5194/acp-18-1997-2018,3,jour.1033685,Atmospheric Chemistry and Physics,Tropical continental downdraft characteristics: mesoscale systems versus unorganized convection,article,18,2018,Pure Gold
10.7287/peerj.preprints.3158v2,,jour.1053424,PeerJ Preprints,Extensive transcriptional variation poses a challenge to thermal stress biomarker development for endangered corals,preprint,6,2018,"Green, Published"
10.3390/rs10020255,2,jour.1049580,Remote Sensing,Water Quality Drivers in 11 Gulf of Mexico Estuaries,article,10,2018,Pure Gold
10.3390/rs10020230,2,jour.1049580,Remote Sensing,Sensitivity Analysis of Arctic Sea Ice Extent Trends and Statistical Projections Using Satellite Data,article,10,2018,Pure Gold
10.3389/fmars.2018.00012,,jour.1050424,Frontiers in Marine Science,Vibrio Population Dynamics in Mid-Atlantic Surface Waters during Saharan Dust Events,article,5,2018,Pure Gold
10.3390/rs10020212,2,jour.1049580,Remote Sensing,The Accuracies of Himawari-8 and MTSAT-2 Sea-Surface Temperatures in the Tropical Western Pacific Ocean,article,10,2018,Pure Gold
10.1002/2017jc012846,2,jour.1052083,Journal of Geophysical Research Oceans,Physical and Biological Drivers of Biogeochemical Tracers Within the Seasonal Sea Ice Zone of the Southern Ocean From Profiling Floats,article,123,2018,Bronze
10.1002/2017ms000991,2,jour.1141598,Journal of Advances in Modeling Earth Systems,Parameterization Interactions in Global Aquaplanet Simulations,article,10,2018,Pure Gold
10.1002/lom3.10232,2,jour.1040711,Limnology and Oceanography Methods,"Updated methods for global locally interpolated estimation of alkalinity, pH, and nitrate",article,16,2018,Hybrid
10.1175/waf-d-17-0068.1,1,jour.1137684,Weather and Forecasting,A description of the real-time HFIP Corrected Consensus Approach (HCCA) for tropical cyclone track and intensity guidance,article,33,2018,Hybrid
10.1175/waf-d-17-0123.1,1,jour.1137684,Weather and Forecasting,Climatological Estimates of Hourly Tornado Probability for the United States,article,33,2018,Hybrid
10.1016/j.envpol.2017.10.074,Cancer Chemother. Pharmacol. 78 2016,jour.1098046,Environmental Pollution,Predicting the effects of polychlorinated biphenyls on cetacean populations through impacts on immunity and calf survival,article,233,2018,"Green, Accepted"
10.1111/jwas.12421,1,jour.1025266,Journal of the World Aquaculture Society,"Demonstration that Feeds Containing <1% Fishmeal Can Support Grow‐out of Large Juvenile Red Drum, Sciaenops ocellatus, and Reduce Nutrient Waste",article,49,2018,Bronze
10.1002/2017ms001154,2,jour.1141598,Journal of Advances in Modeling Earth Systems,Precipitation Dynamical Downscaling Over the Great Plains,article,10,2018,Pure Gold
10.1016/j.cub.2018.01.032,4,jour.1101321,Current Biology,Dumbo octopod hatchling provides insight into early cirrate life cycle,article,28,2018,Hybrid
10.1016/j.fishres.2017.10.013,,jour.1032122,Fisheries Research,Development of stereo camera methodologies to improve pelagic fish biomass estimates and inform ecosystem management in marine waters,article,198,2018,Hybrid
10.1139/cjfas-2016-0504,2,jour.1123393,Canadian Journal of Fisheries and Aquatic Sciences,Isotopic insights into migration patterns of Pacific bluefin tuna in the eastern Pacific Ocean,article,75,2018,"Green, Accepted"
10.1016/j.marpolbul.2017.12.037,Environ. Behav. 31 1999,jour.1014189,Marine Pollution Bulletin,Barriers and benefits to desired behaviors for single use plastic items in northeast Ohio's Lake Erie basin,article,127,2018,"Green, Submitted"
10.1002/ecm.1283,1,jour.1014502,Ecological Monographs,Spatial autoregressive models for statistical inference from ecological data,article,88,2018,Bronze
10.1175/jcli-d-16-0617.1,3,jour.1312082,Journal of Climate,Comparison of Mechanisms for Low-Frequency Variability of Summer Arctic Sea Ice in Three Coupled Climate Models,article,31,2018,Hybrid
10.1002/ajb2.1031,2,jour.1017006,American Journal of Botany,"Limited pollen dispersal, small genetic neighborhoods, and biparental inbreeding in Vallisneria americana",article,105,2018,Bronze
10.1111/tbed.12649,1,jour.1319904,Transboundary and Emerging Diseases,Source–receptor probability of atmospheric long‐distance dispersal of viruses to Israel from the eastern Mediterranean area,article,65,2018,Bronze
10.1139/cjz-2016-0296,2,jour.1017394,Canadian Journal of Zoology,Overwintering Steller sea lion (Eumetopias jubatus) pup growth and behavior prior to weaning,article,96,2018,"Green, Accepted"
10.1175/jas-d-17-0202.1,2,jour.1136924,Journal of the Atmospheric Sciences,Relationships between electrification and storm-scale properties based on idealized simulations of an intensifying hurricane-like vortex,article,75,2018,Hybrid
10.1111/brv.12344,1,jour.1019381,Biological Reviews,"Managing consequences of climate‐driven species redistribution requires integration of ecology, conservation and social science",article,93,2018,"Green, Submitted"
10.1002/nafm.10021,1,jour.1137261,North American Journal of Fisheries Management,Quasi‐Stationary Atlantic Cod Bycatch Estimation in the Maine American Lobster Homarus americanus Trap Fishery,article,38,2018,Bronze
10.1002/lol2.10056,1,jour.1292023,Limnology and Oceanography Letters,"Recovery of reef‐scale calcification following a bleaching event in Kāne'ohe Bay, Hawai'i",article,3,2018,Pure Gold
10.1002/2017ms001185,2,jour.1141598,Journal of Advances in Modeling Earth Systems,Global Effects of Superparameterization on Hydrothermal Land‐Atmosphere Coupling on Multiple Timescales,article,10,2018,Pure Gold
10.1126/sciadv.aao3270,2,jour.1051517,Science Advances,U.S. Pacific coastal wetland resilience and vulnerability to sea-level rise,article,4,2018,Pure Gold
10.1016/j.ygcen.2017.06.018,J. Mol. Endocrinol. 12 1994,jour.1017125,General and Comparative Endocrinology,Acute salinity tolerance and the control of two prolactins and their receptors in the Nile tilapia (Oreochromis niloticus) and Mozambique tilapia (O. mossambicus): A comparative study,article,257,2018,"Green, Accepted"
10.1007/s00382-017-3667-0,4-Mar,jour.1049631,Climate Dynamics,Role of circulation in European heatwaves using flow analogues,article,50,2018,"Green, Submitted"
10.1002/mcf2.10001,1,jour.1046325,Marine and Coastal Fisheries,Interspecific Interactions May Influence Reef Fish Management Strategies in the Gulf of Mexico,article,10,2018,Pure Gold
10.1111/1462-2920.14011,2,jour.1020821,Environmental Microbiology,"Spatially distinct, temporally stable microbial populations mediate biogeochemical cycling at and below the seafloor in hydrothermal vent fluids",article,20,2018,Hybrid
10.1002/nafm.10029,1,jour.1137261,North American Journal of Fisheries Management,Population Viability Improves Following Termination of Coho Salmon Hatchery Releases,article,38,2018,Bronze
10.1016/j.fishres.2017.10.004,J. R. Stat. Soc. Ser. B (Stat. Methodol.) 70 2008,jour.1032122,Fisheries Research,The effect of hook spacing on longline catch rates: Implications for catch rate standardization,article,198,2018,Hybrid
10.1002/ecm.1278,1,jour.1014502,Ecological Monographs,Linking fishing pressure with ecosystem thresholds and food web stability on coral reefs,article,88,2018,Bronze
10.1002/fee.1743,1,jour.1041988,Frontiers in Ecology and the Environment,Ecology of harvest‐driven trait changes and implications for ecosystem management,article,16,2018,Bronze
10.1175/waf-d-17-0036.1,1,jour.1137684,Weather and Forecasting,Evaluation of Cool-Season Extratropical Cyclones in a Multi-Model Ensemble for Eastern North America and the Western Atlantic Ocean,article,33,2018,Hybrid
10.1002/2017jf004367,2,jour.1052082,Journal of Geophysical Research Earth Surface,Downscaling Changing Coastlines in a Changing Climate: The Hybrid Approach,article,123,2018,"Green, Published"
10.1002/2017ef000653,2,jour.1050542,Earth's Future,"Atmospheric Inputs of Nitrogen, Carbon, and Phosphorus across an Urban Area: Unaccounted Fluxes and Canopy Influences",article,6,2018,Pure Gold
10.1175/jas-d-17-0137.1,2,jour.1136924,Journal of the Atmospheric Sciences,Predictability and dynamics of Hurricane Joaquin (2015) explored through convection-permitting ensemble sensitivity experiments,article,75,2018,"Green, Submitted"
10.1002/2017jg004279,2,jour.1049048,Journal of Geophysical Research Biogeosciences,Investigation of the Fire Radiative Energy Biomass Combustion Coefficient: A Comparison of Polar and Geostationary Satellite Retrievals Over the Conterminous United States,article,123,2018,Hybrid
10.1139/cjz-2016-0015,2,jour.1017394,Canadian Journal of Zoology,Milk fatty acid composition of perinatal and foraging Steller sea lions (Eumetopias jubatus): examination from pup stomachs,article,96,2018,"Green, Published"
10.1175/waf-d-17-0133.1,1,jour.1137684,Weather and Forecasting,Observations of Right-Moving Supercell Motion Forecast Errors,article,33,2018,Hybrid
10.1111/1752-1688.12585,1,jour.1081849,JAWRA Journal of the American Water Resources Association,Spatiotemporal Evaluation of Simulated Evapotranspiration and Streamflow over Texas Using the WRF‐Hydro‐RAPID Modeling Framework,article,54,2018,Bronze
10.1111/1752-1688.12586,1,jour.1081849,JAWRA Journal of the American Water Resources Association,Towards Real‐Time Continental Scale Streamflow Simulation in Continuous and Discrete Space,article,54,2018,Bronze
10.1007/s00382-017-3699-5,4-Mar,jour.1049631,Climate Dynamics,Model under-representation of decadal Pacific trade wind trends and its link to tropical Atlantic bias,article,50,2018,"Green, Accepted"
10.3390/atmos9020045,2,jour.1045241,Atmosphere,"Observations and Predictability of Gap Winds in the Salmon River Canyon of Central Idaho, USA",article,9,2018,Pure Gold
10.1525/elementa.265,1,jour.1052412,Elementa: Science of the Anthropocene,"Tropospheric Ozone Assessment Report: Assessment of global-scale model performance for global and regional ozone distributions, variability, and trends",article,6,2018,Pure Gold
10.5194/acp-2017-1106,,jour.1047552,Atmospheric Chemistry and Physics Discussions,Detection and variability of combustion-derived vapor in an urban basin,article,,2018,Bronze
10.3389/fmicb.2018.00069,,jour.1044458,Frontiers in Microbiology,Predominant Non-additive Effects of Multiple Stressors on Autotroph C:N:P Ratios Propagate in Freshwater and Marine Food Webs,article,9,2018,Pure Gold
10.3389/fmars.2018.00008,,jour.1050424,Frontiers in Marine Science,AOPs Are Not Additive: On the Biogeo-Optical Modeling of the Diffuse Attenuation Coefficient,article,5,2018,Pure Gold
10.3389/fmars.2017.00428,,jour.1050424,Frontiers in Marine Science,"Endangered Green Turtles (Chelonia mydas) of the Northern Mariana Islands: Nesting Ecology, Poaching, and Climate Concerns",article,4,2018,Pure Gold
10.1063/1.5016554,4,jour.1017736,The Journal of Chemical Physics,Forward flux sampling calculation of homogeneous nucleation rates from aqueous NaCl solutions.,article,148,2018,"Green, Submitted"
10.1002/2017gl076622,2,jour.1126650,Geophysical Research Letters,Recent Changes in Global Photosynthesis and Terrestrial Ecosystem Respiration Constrained From Multiple Observations,article,45,2018,"Green, Accepted"
10.1002/2017gl076295,2,jour.1126650,Geophysical Research Letters,Radiocarbon Content of Dissolved Organic Carbon in the South Indian Ocean,article,45,2018,"Green, Published"
10.1002/2017gl076045,2,jour.1126650,Geophysical Research Letters,Lagrangian Timescales of Southern Ocean Upwelling in a Hierarchy of Model Resolutions,article,45,2018,"Green, Published"
10.1002/2017gl076500,2,jour.1126650,Geophysical Research Letters,Big Jump of Record Warm Global Mean Surface Temperature in 2014–2016 Related to Unusually Large Oceanic Heat Releases,article,45,2018,Hybrid
10.1002/2017jd027384,2,jour.1126745,Journal of Geophysical Research Atmospheres,The Superstatistical Nature and Interoccurrence Time of Atmospheric Mercury Concentration Fluctuations,article,123,2018,"Green, Accepted"
10.1126/science.aar3320,6374,jour.1346339,Science,Plastic waste associated with disease on coral reefs,article,359,2018,Bronze
10.1371/journal.pone.0190840,1,jour.1037553,PLoS ONE,Impacts of the Deepwater Horizon oil spill evaluated using an end-to-end ecosystem model,article,13,2018,Pure Gold
10.5194/acp-18-735-2018,2,jour.1033685,Atmospheric Chemistry and Physics,Top-down constraints on global N2O emissions at optimal resolution: application of a new dimension reduction technique,article,18,2018,Pure Gold
10.3390/geosciences8010028,1,jour.1320082,Geosciences,An Automatic Procedure for the Quantitative Characterization of Submarine Bedforms,article,8,2018,Pure Gold
10.5194/acp-18-635-2018,2,jour.1033685,Atmospheric Chemistry and Physics,Exploring the observational constraints on the simulation of brown carbon,article,18,2018,Pure Gold
10.1371/journal.pone.0190799,1,jour.1037553,PLoS ONE,Increased natural reproduction and genetic diversity one generation after cessation of a steelhead trout (Oncorhynchus mykiss) conservation hatchery program,article,13,2018,Pure Gold
10.1002/2017jd027187,1,jour.1126745,Journal of Geophysical Research Atmospheres,Using Long‐Term Satellite Observations to Identify Sensitive Regimes and Active Regions of Aerosol Indirect Effects for Liquid Clouds Over Global Oceans,article,123,2018,Hybrid
10.1002/2017gl076081,1,jour.1126650,Geophysical Research Letters,The Response of Atlantic Tropical Cyclones to Suppression of African Easterly Waves,article,45,2018,"Green, Published"
10.1002/2017jd027010,1,jour.1126745,Journal of Geophysical Research Atmospheres,Snow Cover and Vegetation‐Induced Decrease in Global Albedo From 2002 to 2016,article,123,2018,"Green, Accepted"
10.1002/2017gl075583,1,jour.1126650,Geophysical Research Letters,The Diversity of Cloud Responses to Twentieth Century Sea Surface Temperatures,article,45,2018,Hybrid
10.1002/2017gl075772,1,jour.1126650,Geophysical Research Letters,Poleward Shift in Ventilation of the North Atlantic Subtropical Underwater,article,45,2018,"Green, Published"
10.1002/2017gl076410,1,jour.1126650,Geophysical Research Letters,The Influence of Air‐Sea Fluxes on Atmospheric Aerosols During the Summer Monsoon Over the Tropical Indian Ocean,article,45,2018,Hybrid
10.1002/2017gl076564,1,jour.1126650,Geophysical Research Letters,A New Method for Interpreting Nonstationary Running Correlations and Its Application to the ENSO‐EAWM Relationship,article,45,2018,Bronze
10.3390/su10010193,1,jour.1046556,Sustainability,Sustainability of the Reanalysis Databases in Predicting the Wind and Wave Power along the European Coasts,article,10,2018,Pure Gold
10.1242/jeb.148833,2,jour.1013500,Journal of Experimental Biology,The utility of transcriptomics in fish conservation,article,221,2018,"Green, Published"
10.7717/peerj.4261,,jour.1136887,PeerJ,Differential response to stress in Ostrea lurida as measured by gene expression,article,6,2018,Pure Gold
10.3390/md16010028,1,jour.1033643,Marine Drugs,"Evaluation of Rapid, Early Warning Approaches to Track Shellfish Toxins Associated with Dinophysis and Alexandrium Blooms",article,16,2018,Pure Gold
10.3390/rs10010106,1,jour.1049580,Remote Sensing,Incorporating Satellite Precipitation Estimates into a Radar-Gauge Multi-Sensor Precipitation Estimation Algorithm,article,10,2018,Pure Gold
10.3390/infrastructures3010002,1,jour.1159264,Infrastructures,Material Structural Deficiencies of Road Bridges in the U.S.,article,3,2018,Pure Gold
10.7717/peerj.4249,,jour.1136887,PeerJ,Depth- and range-dependent variation in the performance of aquatic telemetry systems: understanding and predicting the susceptibility of acoustic tag–receiver pairs to close proximity detection interference,article,6,2018,Pure Gold
10.1371/journal.pone.0191051,1,jour.1037553,PLoS ONE,Influence of monsoonal winds on chlorophyll-α distribution in the Beibu Gulf,article,13,2018,Pure Gold
10.3390/rs10010100,1,jour.1049580,Remote Sensing,Assessing Global Ocean Wind Energy Resources Using Multiple Satellite Data,article,10,2018,Pure Gold
10.5194/hess-2017-725,,jour.1137250,Hydrology and Earth System Sciences Discussions,Evaluating and improving modeled turbulent heat fluxes across the North American Great Lakes,article,,2018,Bronze
10.3390/w10010056,1,jour.1048809,Water,High-Resolution Discharge Forecasting for Snowmelt and Rainfall Mixed Events,article,10,2018,Pure Gold
10.1098/rspb.2017.1405,1870,jour.1312259,Proceedings of The Royal Society B Biological Sciences,Atlantic bluefin tuna spawn at suboptimal temperatures for their offspring,article,285,2018,Bronze
10.1371/journal.pone.0190059,1,jour.1037553,PLoS ONE,Increased mitochondrial DNA diversity in ancient Columbia River basin Chinook salmon Oncorhynchus tshawytscha,article,13,2018,Pure Gold
10.1073/pnas.1700387115,2,jour.1082971,Proceedings of the National Academy of Sciences,Causes and consequences of decreasing atmospheric organic aerosol in the United States,article,115,2018,Bronze
10.3390/geosciences8010014,1,jour.1320082,Geosciences,A Bathymetry- and Reflectivity-Based Approach for Seafloor Segmentation,article,8,2018,Pure Gold
10.3389/fenvs.2017.00092,,jour.1050576,Frontiers in Environmental Science,Impact of Land Surface Initialization and Land-Atmosphere Coupling on the Prediction of the Indian Summer Monsoon with the CFSv2,article,5,2018,Pure Gold
10.5194/acp-18-13-2018,1,jour.1033685,Atmospheric Chemistry and Physics,"Effects of model resolution and parameterizations on the simulations of clouds, precipitation, and their interactions with aerosols",article,18,2018,Pure Gold
10.1371/journal.pone.0189388,1,jour.1037553,PLoS ONE,Persistent differences between coastal and offshore kelp forest communities in a warming Gulf of Maine,article,13,2018,Pure Gold
10.1080/19440049.2017.1369584,1,jour.1312101,Food Additives & Contaminants Part A,Receptor binding assay for the detection of paralytic shellfish poisoning toxins: comparison to the mouse bioassay and applicability under regulatory use,article,35,2018,"Green, Submitted"
10.1021/acs.est.7b03970,1,jour.1012116,Environmental Science & Technology,Role of Shellfish Aquaculture in the Reduction of Eutrophication in an Urban Estuary.,article,52,2018,"Green, Accepted"
10.1093/conphys/coy006,1,jour.1051722,Conservation Physiology,"Blood analytes of oceanic-juvenile loggerhead sea turtles (Caretta caretta) from Azorean waters: reference intervals, size-relevant correlations and comparisons to neritic loggerheads from western Atlantic coastal waters",article,6,2018,Pure Gold
10.1093/conphys/coy044,1,jour.1051722,Conservation Physiology,Visual detection thresholds in two trophically distinct fishes are compromised in algal compared to sedimentary turbidity,article,6,2018,Pure Gold
10.1093/icesjms/fsx147,1,jour.1037530,ICES Journal of Marine Science,"The benefits and risks of incorporating climate-driven growth variation into stock assessment models, with application to Splitnose Rockfish (Sebastes diploproa)",article,75,2018,Bronze
10.1093/conphys/coy045,1,jour.1051722,Conservation Physiology,Lifetime glucocorticoid profiles in baleen of right whale calves: potential relationships to chronic stress of repeated wounding by Kelp Gulls,article,6,2018,Pure Gold
10.1088/1748-9326/aa9a78,1,jour.1137748,Environmental Research Letters,Carbon dioxide emissions effects of grid-scale electricity storage in a decarbonizing power system,article,13,2018,Pure Gold
10.1093/icesjms/fsx150,1,jour.1037530,ICES Journal of Marine Science,Similar oyster reproduction across estuarine regions differing in carbonate chemistry,article,75,2018,Bronze
10.1080/16000870.2018.1445380,1,jour.1284664,Tellus A Dynamic Meteorology and Oceanography,Interannual and long term variability of low level jetstream of the Asian summer monsoon,article,70,2018,Pure Gold
10.1002/tafs.10008,1,jour.1083163,Transactions of the American Fisheries Society,Movement and Survival of Wild Chinook Salmon Smolts from Butte Creek During Their Out‐Migration to the Ocean: Comparison of a Dry Year versus a Wet Year,article,147,2018,Bronze
10.1002/joc.5178,1,jour.1052080,International Journal of Climatology,"Classification of key aerosol types and their frequency distributions based on satellite remote sensing data at an industrially polluted city in the Yangtze River Delta, China",article,38,2018,Bronze
10.1016/j.neucom.2017.08.064,,jour.1128607,Neurocomputing,Kernelized random KISS metric learning for person re-identification,article,275,2018,"Green, Submitted"
10.1002/lno.10634,1,jour.1126634,Limnology and Oceanography,Consumption of dissolved organic carbon by Caribbean reef sponges,article,63,2018,Bronze
10.1002/esp.4137,1,jour.1137132,Earth Surface Processes and Landforms,Upscaling site‐scale ecohydraulic models to inform salmonid population‐level life cycle modeling and restoration actions – Lessons from the Columbia River Basin,article,43,2018,Bronze
10.1007/s00027-017-0557-9,1,jour.1313377,Aquatic Sciences,Longitudinal thermal heterogeneity in rivers and refugia for coldwater species: effects of scale and climate change,article,80,2018,"Green, Accepted"
10.1175/jamc-d-17-0090.1,1,jour.1137885,Journal of Applied Meteorology and Climatology,Polarimetric Radar Relations for Quantification of Snow Based on Disdrometer Data,article,57,2018,Hybrid
10.1175/jas-d-17-0171.1,1,jour.1136924,Journal of the Atmospheric Sciences,"Azimuthal distribution of deep convection, environmental factors and tropical cyclone rapid intensification: A perspective from HWRF ensemble forecasts of Hurricane Edouard (2014)",article,75,2018,Hybrid
10.1002/met.1666,1,jour.1138529,Meteorological Applications,"Analysis of total column ozone, water vapour and aerosol optical thickness over Ahmedabad, India",article,25,2018,Bronze
10.1175/amsmonographs-d-18-0006.1,,jour.1146616,Meteorological Monographs,100 Years of Progress in Atmospheric Observing Systems 100 Years of Progress in Atmospheric Observing Systems,article,59,2018,Hybrid
10.1142/s2424922x18500031,1,jour.1292235,Advances in Data Science and Adaptive Analysis,A Toolkit for Snow-Cover Area Calculation and Display Based on the Interactive Multisensor Snow and Ice Mapping System and an Example for the Tibetan Plateau Region,article,10,2018,Bronze
10.1002/2017ms001199,1,jour.1141598,Journal of Advances in Modeling Earth Systems,Tropical Cyclone Activity in the High‐Resolution Community Earth System Model and the Impact of Ocean Coupling,article,10,2018,Pure Gold
10.1002/joc.5190,1,jour.1052080,International Journal of Climatology,Capability of the SMHI‐RCA4 RCM driven by the ERA‐Interim reanalysis to simulate heat waves in Argentina,article,38,2018,Bronze
10.1111/1365-2664.12955,1,jour.1006203,Journal of Applied Ecology,"Marine mammals and sonar: Dose‐response studies, the risk‐disturbance hypothesis and the role of exposure context",article,55,2018,Hybrid
10.1175/amsmonographs-d-18-0013.1,,jour.1146616,Meteorological Monographs,100 Years Of Progress In Boundary-Layer Meteorology 100 Years Of Progress In Boundary-Layer Meteorology,article,59,2018,Hybrid
10.1007/s10584-017-1997-x,2-Jan,jour.1028211,Climatic Change,Vulnerability of grain crops and croplands in the Midwest to climatic variability and adaptation strategies,article,146,2018,Hybrid
10.1175/amsmonographs-d-18-0014.1,,jour.1146616,Meteorological Monographs,100 Years of Progress in Ocean Observing Systems 100 Years of Progress in Ocean Observing Systems,article,59,2018,Hybrid
10.1175/jcli-d-17-0184.1,1,jour.1312082,Journal of Climate,"Low-Frequency Climate Modes and Antarctic Sea Ice Variations, 1982–2013",article,31,2018,Hybrid
10.1175/jcli-d-17-0155.1,1,jour.1312082,Journal of Climate,Why are Temperature and Upward Wave Activity Flux Positively Skewed in the Polar Stratosphere?,article,31,2018,Hybrid
10.1175/jcli-d-17-0106.1,1,jour.1312082,Journal of Climate,Trends in Extreme Rainfall Frequency in the Contiguous United States: Attribution to Climate Change and Climate Variability Modes,article,31,2018,Hybrid
10.1175/jcli-d-17-0145.1,2,jour.1312082,Journal of Climate,Role of Equatorial Pacific SST forecast error in the late winter California precipitation forecast for the 2015/16 El Niño,article,31,2018,Hybrid
10.1016/j.gca.2017.09.048,Deep Sea Res. Part I 46 1999,jour.1120732,Geochimica et Cosmochimica Acta,Calibrating amino acid δ13C and δ15N offsets between polyp and protein skeleton to develop proteinaceous deep-sea corals as paleoceanographic archives,article,220,2018,"Green, Submitted"
10.1175/jtech-d-17-0077.1,1,jour.1137215,Journal of Atmospheric and Oceanic Technology,Community Global Observing System Simulation Experiment (OSSE) Package :: CGOP. Part II: Perfect Observations Simulation Validation,article,35,2018,Hybrid
10.1007/s12237-016-0182-1,1,jour.1295073,Chesapeake Science,Upstream—Downstream Shifts in Peak Recruitment of the Native Olympia Oyster in San Francisco Bay During Wet and Dry Years,article,41,2018,"Green, Published"
10.1098/rsos.170665,1,jour.1051026,Royal Society Open Science,"Survival of adult Steller sea lions in Alaska: senescence, annual variation and covariation with male reproductive success",article,5,2018,Pure Gold
10.1002/2017ef000709,1,jour.1050542,Earth's Future,"Global, Regional, and Megacity Trends in the Highest Temperature of the Year: Diagnostics and Evidence for Accelerating Trends",article,6,2018,Pure Gold
10.1111/zsc.12258,1,jour.1015060,Zoologica Scripta,Anophthalmia and elongation of body appendages in cave scale worms (Annelida: Aphroditiformia),article,47,2018,Bronze
10.1111/eff.12344,1,jour.1039398,Ecology Of Freshwater Fish,Summer habitat and movements of juvenile salmonids in a coastal river of Washington State,article,27,2018,Bronze
10.1002/tafs.10009,1,jour.1083163,Transactions of the American Fisheries Society,Estimating the Annual Spawning Run Size and Population Size of the Southern Distinct Population Segment of Green Sturgeon,article,147,2018,Bronze
10.1080/16000870.2018.1440870,1,jour.1284664,Tellus A Dynamic Meteorology and Oceanography,How well can an ensemble predict the uncertainty in the location of winter storm precipitation?,article,70,2018,Pure Gold
10.1016/j.coastaleng.2017.09.006,,jour.1137566,Coastal Engineering,A partial cell technique for modeling the morphological change and scour,article,131,2018,Hybrid
10.1016/j.jhydrol.2017.04.017,,jour.1126746,Journal of Hydrology,Using genetic algorithms to optimize the analogue method for precipitation prediction in the Swiss Alps,article,556,2018,"Green, Published"
10.1175/amsmonographs-d-18-0011.1,,jour.1146616,Meteorological Monographs,"Social Sciences, Weather and Climate Change Social Sciences, Weather and Climate Change",article,59,2018,Hybrid
10.1111/ele.12869,1,jour.1029542,Ecology Letters,"Marine management affects the invasion success of a non‐native species in a temperate reef system in California, USA",article,21,2018,Bronze
10.1126/sciadv.aao1302,1,jour.1051517,Science Advances,Increased fluxes of shelf-derived materials to the central Arctic Ocean,article,4,2018,Pure Gold
10.1080/07055900.2017.1416574,1,jour.1138577,Atmosphere-Ocean,ENSO and Sea Surface Temperature Anomalies in Association with Canadian Wheat Yield Variability,article,56,2018,Bronze
10.1016/j.atmosenv.2017.11.016,,jour.1132096,Atmospheric Environment,Impacts of climate and synoptic fluctuations on dust storm activity over the Middle East,article,173,2018,"Green, Accepted"
10.1111/fog.12236,1,jour.1129717,Fisheries Oceanography,Evaluating the utility of the Gulf Stream Index for predicting recruitment of Southern New England‐Mid Atlantic yellowtail flounder,article,27,2018,Bronze
10.1016/j.atmosenv.2017.10.024,,jour.1132096,Atmospheric Environment,"Seasonal impact of regional outdoor biomass burning on air pollution in three Indian cities: Delhi, Bengaluru, and Pune",article,172,2018,Hybrid
10.1111/mms.12448,1,jour.1125418,Marine Mammal Science,Flipper tag loss in Steller sea lions,article,34,2018,Bronze
10.1016/j.agrformet.2017.09.003,,jour.1049404,Agricultural and Forest Meteorology,The challenge of reconciling bottom-up agricultural methane emissions inventories with top-down measurements,article,248,2018,"Green, Submitted"
10.1175/jamc-d-16-0392.1,1,jour.1137885,Journal of Applied Meteorology and Climatology,A 65-yr Climatology of Unusual Tracks of Tropical Cyclones in the Vicinity of China's Coastal Waters During 1949-2013,article,57,2018,Hybrid
10.1175/mwr-d-17-0095.1,1,jour.1136879,Monthly Weather Review,The inner-core temperature structure of Hurricane Edouard (2014): Observations and ensemble variability,article,146,2018,Hybrid
10.1002/2017jc012868,1,jour.1052083,Journal of Geophysical Research Oceans,Modeling North Atlantic Nor'easters With Modern Wave Forecast Models,article,123,2018,"Green, Submitted"
10.1175/amsmonographs-d-18-0025.1,,jour.1146616,Meteorological Monographs,100 Years of progress in understanding the dynamics of coupled atmosphere/ocean variability 100 Years of progress in understanding the dynamics of coupled atmosphere/ocean variability,article,59,2018,Hybrid
